from_stop_id,from_trip_id,to_stop_id,to_trip_id,transfer_type
NSR:Quay:53046,SKY:ServiceJourney:484-180507-17087783,NSR:Quay:53046,SKY:ServiceJourney:485-180507-17087901,1
NSR:Quay:50147,SKY:ServiceJourney:531-179650-17245370,NSR:Quay:50147,SKY:ServiceJourney:530-179650-17245343,1
NSR:Quay:102566,SKY:ServiceJourney:320-180314-17305845,NSR:Quay:102565,SKY:ServiceJourney:300-180314-17305776,1
NSR:Quay:58337,SKY:ServiceJourney:300E-178194-17158370,NSR:Quay:58336,SKY:ServiceJourney:310-178194-16975429,1
NSR:Quay:51229,SKY:ServiceJourney:466-180501-17087757,NSR:Quay:51230,SKY:ServiceJourney:460-180501-17087080,1
NSR:Quay:53541,SKY:ServiceJourney:990-180706-16407101,NSR:Quay:53541,SKY:ServiceJourney:990-180706-16407102,1
NSR:Quay:53044,SKY:ServiceJourney:493-180507-17087568,NSR:Quay:53043,SKY:ServiceJourney:485-180507-17087874,1
NSR:Quay:58337,SKY:ServiceJourney:300-179281-17160980,NSR:Quay:58336,SKY:ServiceJourney:310-179281-15985441,1
NSR:Quay:102566,SKY:ServiceJourney:320-177553-15768542,NSR:Quay:102565,SKY:ServiceJourney:300-177553-15768498,1
NSR:Quay:51886,SKY:ServiceJourney:56-178872-15994262,NSR:Quay:51885,SKY:ServiceJourney:51-178872-15994454,1
NSR:Quay:56032,SKY:ServiceJourney:490-180505-17086918,NSR:Quay:53039,SKY:ServiceJourney:495-180505-17087415,1
NSR:Quay:58338,SKY:ServiceJourney:300E-179276-17158363,NSR:Quay:58336,SKY:ServiceJourney:310-179276-16817407,1
NSR:Quay:49674,SKY:ServiceJourney:35-179361-17164616,NSR:Quay:49674,SKY:ServiceJourney:36-179361-17164714,1
NSR:Quay:53043,SKY:ServiceJourney:491-180501-17086765,NSR:Quay:53043,SKY:ServiceJourney:495-180501-17087427,1
NSR:Quay:51228,SKY:ServiceJourney:445-180507-17087214,NSR:Quay:51228,SKY:ServiceJourney:448-180507-17087858,1
NSR:Quay:49625,SKY:ServiceJourney:602-180550-17138549,NSR:Quay:49626,SKY:ServiceJourney:600-180550-17137098,1
NSR:Quay:49625,SKY:ServiceJourney:600-180427-17338053,NSR:Quay:49625,SKY:ServiceJourney:610-180427-17338699,1
NSR:Quay:49644,SKY:ServiceJourney:606-180550-17138375,NSR:Quay:49644,SKY:ServiceJourney:610-180550-17138484,1
NSR:Quay:50561,SKY:ServiceJourney:450-180503-17087231,NSR:Quay:108893,SKY:ServiceJourney:458-180503-17087727,1
NSR:Quay:50561,SKY:ServiceJourney:457-178551-17093374,NSR:Quay:50567,SKY:ServiceJourney:450-178551-17092904,1
NSR:Quay:49644,SKY:ServiceJourney:606-180400-17337022,NSR:Quay:49644,SKY:ServiceJourney:600-180400-17335748,1
NSR:Quay:102566,SKY:ServiceJourney:300-179281-17161007,NSR:Quay:102566,SKY:ServiceJourney:330-179281-15985636,1
NSR:Quay:50561,SKY:ServiceJourney:457-180501-17087829,NSR:Quay:50567,SKY:ServiceJourney:450-180501-17087256,1
NSR:Quay:50561,SKY:ServiceJourney:450-180503-17087236,NSR:Quay:108890,SKY:ServiceJourney:457-180503-17087835,1
NSR:Quay:105124,SKY:ServiceJourney:700-175870-16421202,NSR:Quay:105124,SKY:ServiceJourney:700-175870-16421203,1
NSR:Quay:53043,SKY:ServiceJourney:490-180505-17086926,NSR:Quay:53043,SKY:ServiceJourney:495-180505-17087485,1
NSR:Quay:51885,SKY:ServiceJourney:53-180550-17137297,NSR:Quay:51885,SKY:ServiceJourney:50E-180550-17137644,1
NSR:Quay:53047,SKY:ServiceJourney:495-180503-17087439,NSR:Quay:53048,SKY:ServiceJourney:483-180503-17087709,1
NSR:Quay:56538,SKY:ServiceJourney:499-178551-17092987,NSR:Quay:56538,SKY:ServiceJourney:497-178551-17093017,1
NSR:Quay:55163,SKY:ServiceJourney:900-179876-17257858,NSR:Quay:55163,SKY:ServiceJourney:901-179876-17257919,1
NSR:Quay:99593,SKY:ServiceJourney:26-180583-16769505,NSR:Quay:53416,SKY:ServiceJourney:36-180583-16768721,1
NSR:Quay:51427,SKY:ServiceJourney:700-179164-17154540,NSR:Quay:51427,SKY:ServiceJourney:620-179164-17154772,1
NSR:Quay:55120,SKY:ServiceJourney:424-178551-17092781,NSR:Quay:55120,SKY:ServiceJourney:495-178551-17093088,1
NSR:Quay:49625,SKY:ServiceJourney:610-180550-17138407,NSR:Quay:49626,SKY:ServiceJourney:603-180550-17138351,1
NSR:Quay:58338,SKY:ServiceJourney:300-179219-17155496,NSR:Quay:58336,SKY:ServiceJourney:310-179219-17155711,1
NSR:Quay:54443,SKY:ServiceJourney:74-179594-15993961,NSR:Quay:54443,SKY:ServiceJourney:610-179594-15993454,1
NSR:Quay:53043,SKY:ServiceJourney:491-180503-17086758,NSR:Quay:53043,SKY:ServiceJourney:495-180503-17087450,1
NSR:Quay:56538,SKY:ServiceJourney:495-180509-17087480,NSR:Quay:56538,SKY:ServiceJourney:495-180509-17087484,1
NSR:Quay:53044,SKY:ServiceJourney:493-178712-17093390,NSR:Quay:53043,SKY:ServiceJourney:484-178712-17087794,1
NSR:Quay:49625,SKY:ServiceJourney:602-179590-15993343,NSR:Quay:49626,SKY:ServiceJourney:600-179590-16995047,1
NSR:Quay:102566,SKY:ServiceJourney:320-179580-16974070,NSR:Quay:102565,SKY:ServiceJourney:300E-179580-16973922,1
NSR:Quay:49625,SKY:ServiceJourney:600-179596-16995106,NSR:Quay:49626,SKY:ServiceJourney:603-179596-15993565,1
NSR:Quay:52077,SKY:ServiceJourney:460-178712-17092842,NSR:Quay:52078,SKY:ServiceJourney:479-178712-17093365,1
NSR:Quay:54433,SKY:ServiceJourney:760-180708-16406581,NSR:Quay:54433,SKY:ServiceJourney:760-180708-16406582,1
NSR:Quay:53046,SKY:ServiceJourney:481-180507-17087402,NSR:Quay:53047,SKY:ServiceJourney:493-180507-17087602,1
NSR:Quay:49625,SKY:ServiceJourney:603-178872-15993547,NSR:Quay:49626,SKY:ServiceJourney:600-178872-16995039,1
NSR:Quay:49644,SKY:ServiceJourney:607-179602-16005736,NSR:Quay:49644,SKY:ServiceJourney:610-179602-16005841,1
NSR:Quay:53044,SKY:ServiceJourney:493-178712-17093391,NSR:Quay:53043,SKY:ServiceJourney:484-178712-17087810,1
NSR:Quay:103637,SKY:ServiceJourney:620-179164-17154779,NSR:Quay:103634,SKY:ServiceJourney:555-179164-17154800,1
NSR:Quay:58003,SKY:ServiceJourney:911-179341-17163438,NSR:Quay:58003,SKY:ServiceJourney:910-179341-17163370,1
NSR:Quay:99593,SKY:ServiceJourney:37-179361-17164579,NSR:Quay:53415,SKY:ServiceJourney:27-179361-17164804,1
NSR:Quay:49644,SKY:ServiceJourney:600-178882-16995334,NSR:Quay:49644,SKY:ServiceJourney:610-178882-15770414,1
NSR:Quay:58003,SKY:ServiceJourney:910-180583-17258005,NSR:Quay:58003,SKY:ServiceJourney:911-180583-17258062,1
NSR:Quay:49625,SKY:ServiceJourney:600-179588-16995120,NSR:Quay:49626,SKY:ServiceJourney:602-179588-15993359,1
NSR:Quay:58338,SKY:ServiceJourney:300-178194-16974711,NSR:Quay:58336,SKY:ServiceJourney:310-178194-16975411,1
NSR:Quay:49644,SKY:ServiceJourney:606-180550-17138376,NSR:Quay:49644,SKY:ServiceJourney:610-180550-17138504,1
NSR:Quay:53541,SKY:ServiceJourney:991-180710-16426392,NSR:Quay:53541,SKY:ServiceJourney:990-180710-16407117,1
NSR:Quay:51885,SKY:ServiceJourney:53-180400-17336014,NSR:Quay:51885,SKY:ServiceJourney:50E-180400-17336310,1
NSR:Quay:49625,SKY:ServiceJourney:610-180400-17337054,NSR:Quay:49626,SKY:ServiceJourney:603-180400-17336996,1
NSR:Quay:51058,SKY:ServiceJourney:620-179177-17155158,NSR:Quay:51058,SKY:ServiceJourney:554-179177-17155119,1
NSR:Quay:49625,SKY:ServiceJourney:600-180400-17335781,NSR:Quay:49626,SKY:ServiceJourney:601-180400-17336984,1
NSR:Quay:56677,SKY:ServiceJourney:740-179094-17140806,NSR:Quay:56677,SKY:ServiceJourney:749-179094-17140845,1
NSR:Quay:49643,SKY:ServiceJourney:602-178162-16973156,NSR:Quay:49644,SKY:ServiceJourney:610-178162-16973083,1
NSR:Quay:49625,SKY:ServiceJourney:610-179590-15993439,NSR:Quay:49626,SKY:ServiceJourney:603-179590-15993557,1
NSR:Quay:99593,SKY:ServiceJourney:30-179978-16769037,NSR:Quay:53415,SKY:ServiceJourney:27-179978-16768289,1
NSR:Quay:102566,SKY:ServiceJourney:300-179580-16973985,NSR:Quay:102567,SKY:ServiceJourney:340-179580-16974266,1
NSR:Quay:102566,SKY:ServiceJourney:300-179580-16973998,NSR:Quay:102567,SKY:ServiceJourney:340-179580-16974276,1
NSR:Quay:53043,SKY:ServiceJourney:497-180479-17340301,NSR:Quay:53043,SKY:ServiceJourney:484-180479-17340086,1
NSR:Quay:57719,SKY:ServiceJourney:901-180583-17257938,NSR:Quay:57719,SKY:ServiceJourney:900-180583-17257892,1
NSR:Quay:57701,SKY:ServiceJourney:749-176054-16407393,NSR:Quay:57701,SKY:ServiceJourney:925-176054-17157222,1
NSR:Quay:49644,SKY:ServiceJourney:740-180400-17336109,NSR:Quay:49644,SKY:ServiceJourney:610-180400-17337112,1
NSR:Quay:58337,SKY:ServiceJourney:300-179276-17158476,NSR:Quay:58336,SKY:ServiceJourney:313-179276-16817700,1
NSR:Quay:51886,SKY:ServiceJourney:50E-179600-16807467,NSR:Quay:51886,SKY:ServiceJourney:53-179600-16807342,1
NSR:Quay:51885,SKY:ServiceJourney:53-179596-16879304,NSR:Quay:51885,SKY:ServiceJourney:50E-179596-15994523,1
NSR:Quay:49644,SKY:ServiceJourney:600-180444-17339165,NSR:Quay:49644,SKY:ServiceJourney:610-180444-17339485,1
NSR:Quay:50561,SKY:ServiceJourney:455-178551-17093298,NSR:Quay:50567,SKY:ServiceJourney:450-178551-17092902,1
NSR:Quay:103465,SKY:ServiceJourney:965-178237-16407010,NSR:Quay:103465,SKY:ServiceJourney:965-178237-16407011,1
NSR:Quay:102566,SKY:ServiceJourney:320-179219-17155832,NSR:Quay:102565,SKY:ServiceJourney:300E-179219-17155268,1
NSR:Quay:49625,SKY:ServiceJourney:603-179594-15993543,NSR:Quay:49626,SKY:ServiceJourney:600-179594-16995050,1
NSR:Quay:53044,SKY:ServiceJourney:493-178509-17092199,NSR:Quay:53043,SKY:ServiceJourney:484-178509-17092155,1
NSR:Quay:49625,SKY:ServiceJourney:601-178874-15993579,NSR:Quay:49626,SKY:ServiceJourney:600-178874-16995073,1
NSR:Quay:50561,SKY:ServiceJourney:450-178551-17092900,NSR:Quay:108893,SKY:ServiceJourney:458-178551-17093509,1
NSR:Quay:53046,SKY:ServiceJourney:481-180507-17087403,NSR:Quay:53047,SKY:ServiceJourney:493-180507-17087591,1
NSR:Quay:102566,SKY:ServiceJourney:320-179219-17155837,NSR:Quay:102565,SKY:ServiceJourney:300-179219-17155485,1
NSR:Quay:56538,SKY:ServiceJourney:495-180505-17087437,NSR:Quay:56538,SKY:ServiceJourney:499-180505-17087369,1
NSR:Quay:58337,SKY:ServiceJourney:300-178194-16974731,NSR:Quay:58336,SKY:ServiceJourney:310-178194-16975414,1
NSR:Quay:58351,SKY:ServiceJourney:310-179219-17155711,NSR:Quay:58351,SKY:ServiceJourney:312-179219-17155880,1
NSR:Quay:53046,SKY:ServiceJourney:484-180505-17087788,NSR:Quay:53047,SKY:ServiceJourney:493-180505-17087590,1
NSR:Quay:49625,SKY:ServiceJourney:603-179588-15993546,NSR:Quay:49626,SKY:ServiceJourney:610-179588-15993453,1
NSR:Quay:50561,SKY:ServiceJourney:450E-180505-17087718,NSR:Quay:108890,SKY:ServiceJourney:457-180505-17087834,1
NSR:Quay:57719,SKY:ServiceJourney:900-180583-17257889,NSR:Quay:57719,SKY:ServiceJourney:910-180583-17257961,1
NSR:Quay:58337,SKY:ServiceJourney:300-179276-17158421,NSR:Quay:58336,SKY:ServiceJourney:313-179276-16817696,1
NSR:Quay:52077,SKY:ServiceJourney:460-180505-17087071,NSR:Quay:52078,SKY:ServiceJourney:471-180505-17086707,1
NSR:Quay:49625,SKY:ServiceJourney:601-179053-17138332,NSR:Quay:49626,SKY:ServiceJourney:600-179053-17137034,1
NSR:Quay:49625,SKY:ServiceJourney:600-179592-16995089,NSR:Quay:49626,SKY:ServiceJourney:603-179592-15993551,1
NSR:Quay:49644,SKY:ServiceJourney:607-179596-15993506,NSR:Quay:49644,SKY:ServiceJourney:600-179596-16995045,1
NSR:Quay:51203,SKY:ServiceJourney:620-175905-16409970,NSR:Quay:51203,SKY:ServiceJourney:559-175905-17065364,1
NSR:Quay:51427,SKY:ServiceJourney:700-179164-17154541,NSR:Quay:51427,SKY:ServiceJourney:620-179164-17154776,1
NSR:Quay:57144,SKY:ServiceJourney:340-179276-17161579,NSR:Quay:57143,SKY:ServiceJourney:343-179276-16817729,1
NSR:Quay:102565,SKY:ServiceJourney:300E-179580-16973916,NSR:Quay:102566,SKY:ServiceJourney:320-179580-16974088,1
NSR:Quay:99593,SKY:ServiceJourney:26-180583-16769503,NSR:Quay:53418,SKY:ServiceJourney:30-180583-16769008,1
NSR:Quay:49625,SKY:ServiceJourney:600-179590-16995106,NSR:Quay:49626,SKY:ServiceJourney:603-179590-15993565,1
NSR:Quay:99593,SKY:ServiceJourney:35-179551-17135883,NSR:Quay:53415,SKY:ServiceJourney:27-179551-16771302,1
NSR:Quay:52077,SKY:ServiceJourney:460-180505-17087030,NSR:Quay:52078,SKY:ServiceJourney:479-180505-17086830,1
NSR:Quay:50146,SKY:ServiceJourney:530-179500-17200181,NSR:Quay:50146,SKY:ServiceJourney:532-179500-17200238,1
NSR:Quay:102566,SKY:ServiceJourney:302-178194-16817496,NSR:Quay:102566,SKY:ServiceJourney:301-178194-16817811,1
NSR:Quay:49625,SKY:ServiceJourney:600-178874-16995096,NSR:Quay:49626,SKY:ServiceJourney:607-178874-15993511,1
NSR:Quay:56538,SKY:ServiceJourney:495-180503-17087474,NSR:Quay:56538,SKY:ServiceJourney:497-180503-17087776,1
NSR:Quay:51836,SKY:ServiceJourney:50E-173465-16069265,NSR:Quay:51837,SKY:ServiceJourney:52-173465-16069209,1
NSR:Quay:58337,SKY:ServiceJourney:300-179219-17155514,NSR:Quay:58336,SKY:ServiceJourney:310-179219-17155712,1
NSR:Quay:53046,SKY:ServiceJourney:481-180503-17087395,NSR:Quay:53047,SKY:ServiceJourney:493-180503-17087584,1
NSR:Quay:56538,SKY:ServiceJourney:497-178712-17093015,NSR:Quay:56538,SKY:ServiceJourney:485-178712-17093178,1
NSR:Quay:51058,SKY:ServiceJourney:620-180242-16409946,NSR:Quay:51058,SKY:ServiceJourney:554-180242-16409823,1
NSR:Quay:58838,SKY:ServiceJourney:940-180011-17305456,NSR:Quay:58838,SKY:ServiceJourney:934-180011-17284629,1
NSR:Quay:55120,SKY:ServiceJourney:441-180505-17087117,NSR:Quay:55120,SKY:ServiceJourney:450-180505-17087256,1
NSR:Quay:54421,SKY:ServiceJourney:73-179592-15993967,NSR:Quay:54421,SKY:ServiceJourney:610-179592-15993475,1
NSR:Quay:51227,SKY:ServiceJourney:460-180503-17087058,NSR:Quay:51229,SKY:ServiceJourney:465-180503-17087546,1
NSR:Quay:51886,SKY:ServiceJourney:57-178874-15994200,NSR:Quay:51885,SKY:ServiceJourney:51-178874-15994444,1
NSR:Quay:55121,SKY:ServiceJourney:450-178551-17092894,NSR:Quay:55121,SKY:ServiceJourney:441-178551-17087135,1
NSR:Quay:51613,SKY:ServiceJourney:467-178712-17087697,NSR:Quay:51613,SKY:ServiceJourney:466-178712-17093266,1
NSR:Quay:56810,SKY:ServiceJourney:304-178194-16817546,NSR:Quay:56810,SKY:ServiceJourney:304-178194-16817548,1
NSR:Quay:102567,SKY:ServiceJourney:345-177553-15768610,NSR:Quay:102565,SKY:ServiceJourney:300-177553-15768505,1
NSR:Quay:55812,SKY:ServiceJourney:320-179281-15985125,NSR:Quay:55812,SKY:ServiceJourney:326-179281-15985384,1
NSR:Quay:58338,SKY:ServiceJourney:300E-179276-17158364,NSR:Quay:58336,SKY:ServiceJourney:310-179276-16817452,1
NSR:Quay:58351,SKY:ServiceJourney:312-178194-16814341,NSR:Quay:58351,SKY:ServiceJourney:311-178194-16817553,1
NSR:Quay:53541,SKY:ServiceJourney:990-180710-16407101,NSR:Quay:53541,SKY:ServiceJourney:990-180710-16407102,1
NSR:Quay:51885,SKY:ServiceJourney:53-178872-16879324,NSR:Quay:51885,SKY:ServiceJourney:50E-178872-15994612,1
NSR:Quay:54056,SKY:ServiceJourney:990-178245-16407127,NSR:Quay:54056,SKY:ServiceJourney:945-178245-16406863,1
NSR:Quay:102566,SKY:ServiceJourney:300-177553-15768512,NSR:Quay:102566,SKY:ServiceJourney:330-177553-15768573,1
NSR:Quay:99593,SKY:ServiceJourney:37-177318-16771950,NSR:Quay:53415,SKY:ServiceJourney:27-177318-16772374,1
NSR:Quay:58337,SKY:ServiceJourney:300-177553-15768517,NSR:Quay:58336,SKY:ServiceJourney:310-177553-15768596,1
NSR:Quay:56025,SKY:ServiceJourney:326-179276-16817745,NSR:Quay:56025,SKY:ServiceJourney:324-179276-16814369,1
NSR:Quay:53648,SKY:ServiceJourney:980-180710-16407035,NSR:Quay:53648,SKY:ServiceJourney:980-180710-16407038,1
NSR:Quay:56166,SKY:ServiceJourney:496-178712-17093030,NSR:Quay:56166,SKY:ServiceJourney:495-178712-17093046,1
NSR:Quay:102566,SKY:ServiceJourney:320-178194-16817297,NSR:Quay:102565,SKY:ServiceJourney:300-178194-16974691,1
NSR:Quay:49643,SKY:ServiceJourney:602-178872-15993352,NSR:Quay:49644,SKY:ServiceJourney:600-178872-16995064,1
NSR:Quay:53043,SKY:ServiceJourney:490-180509-17086930,NSR:Quay:53043,SKY:ServiceJourney:495-180509-17087483,1
NSR:Quay:49644,SKY:ServiceJourney:606-178874-15993537,NSR:Quay:49644,SKY:ServiceJourney:610-178874-15993470,1
NSR:Quay:49982,SKY:ServiceJourney:601-178162-16972934,NSR:Quay:49982,SKY:ServiceJourney:62-178162-16973121,1
NSR:Quay:51885,SKY:ServiceJourney:53-179588-16879286,NSR:Quay:51885,SKY:ServiceJourney:50E-179588-15994620,1
NSR:Quay:51886,SKY:ServiceJourney:50E-180427-17338109,NSR:Quay:51886,SKY:ServiceJourney:53-180427-17338345,1
NSR:Quay:49625,SKY:ServiceJourney:610-179588-15993415,NSR:Quay:49626,SKY:ServiceJourney:603-179588-15993554,1
NSR:Quay:102566,SKY:ServiceJourney:320-178200-15768544,NSR:Quay:102565,SKY:ServiceJourney:300-178200-16975497,1
NSR:Quay:51229,SKY:ServiceJourney:442-178509-17092055,NSR:Quay:51230,SKY:ServiceJourney:460-178509-17091886,1
NSR:Quay:45009,SKY:ServiceJourney:700-180240-16410281,NSR:Quay:45009,SKY:ServiceJourney:632-180240-16410020,1
NSR:Quay:58496,SKY:ServiceJourney:743-180282-17305498,NSR:Quay:58495,SKY:ServiceJourney:740-180282-17305482,1
NSR:Quay:53046,SKY:ServiceJourney:481-180503-17087409,NSR:Quay:53047,SKY:ServiceJourney:495-180503-17087460,1
NSR:Quay:51886,SKY:ServiceJourney:57-179590-15994207,NSR:Quay:51885,SKY:ServiceJourney:51-179590-15994475,1
NSR:Quay:58091,SKY:ServiceJourney:910-179876-17273048,NSR:Quay:58091,SKY:ServiceJourney:912-179876-17258043,1
NSR:Quay:102565,SKY:ServiceJourney:300E-178191-16973933,NSR:Quay:102566,SKY:ServiceJourney:320-178191-16974089,1
NSR:Quay:58338,SKY:ServiceJourney:310-179580-17235773,NSR:Quay:58338,SKY:ServiceJourney:300E-179580-16973926,1
NSR:Quay:51058,SKY:ServiceJourney:620-175870-16421006,NSR:Quay:51058,SKY:ServiceJourney:552-175870-16420925,1
NSR:Quay:52938,SKY:ServiceJourney:631-180240-16409978,NSR:Quay:52938,SKY:ServiceJourney:700-180240-16410283,1
NSR:Quay:54442,SKY:ServiceJourney:610-173465-16068993,NSR:Quay:54442,SKY:ServiceJourney:74-173465-16069903,1
NSR:Quay:51886,SKY:ServiceJourney:51-179596-15994481,NSR:Quay:51886,SKY:ServiceJourney:57-179596-15994230,1
NSR:Quay:51886,SKY:ServiceJourney:56-173465-16069730,NSR:Quay:51885,SKY:ServiceJourney:51-173465-16069366,1
NSR:Quay:53541,SKY:ServiceJourney:991-180710-16426391,NSR:Quay:53541,SKY:ServiceJourney:990-180710-16407116,1
NSR:Quay:49625,SKY:ServiceJourney:601-173465-16069428,NSR:Quay:49626,SKY:ServiceJourney:600-173465-16069173,1
NSR:Quay:58351,SKY:ServiceJourney:312-179219-17155896,NSR:Quay:58351,SKY:ServiceJourney:310-179219-17155737,1
NSR:Quay:51886,SKY:ServiceJourney:50E-179602-16004741,NSR:Quay:51886,SKY:ServiceJourney:53-179602-16004952,1
NSR:Quay:52783,SKY:ServiceJourney:1033-171815-15136553,NSR:Quay:52783,SKY:ServiceJourney:1033-171815-15136562,1
NSR:Quay:51058,SKY:ServiceJourney:554-172404-16410373,NSR:Quay:51058,SKY:ServiceJourney:620-172404-16410391,1
NSR:Quay:51886,SKY:ServiceJourney:57-178874-15994205,NSR:Quay:51885,SKY:ServiceJourney:51-178874-15994496,1
NSR:Quay:58337,SKY:ServiceJourney:300-180314-17305795,NSR:Quay:58336,SKY:ServiceJourney:310-180314-17305902,1
NSR:Quay:57428,SKY:ServiceJourney:340-178194-17161580,NSR:Quay:57428,SKY:ServiceJourney:344-178194-16817800,1
NSR:Quay:51886,SKY:ServiceJourney:50E-180400-17336249,NSR:Quay:51886,SKY:ServiceJourney:53-180400-17336081,1
NSR:Quay:103634,SKY:ServiceJourney:555-180238-16409853,NSR:Quay:103637,SKY:ServiceJourney:620-180238-16409929,1
NSR:Quay:53046,SKY:ServiceJourney:484-180501-17087792,NSR:Quay:53044,SKY:ServiceJourney:491-180501-17086786,1
NSR:Quay:102566,SKY:ServiceJourney:301-179219-17155321,NSR:Quay:102567,SKY:ServiceJourney:340-179219-17155377,1
NSR:Quay:49644,SKY:ServiceJourney:740-179592-15994837,NSR:Quay:49644,SKY:ServiceJourney:600-179592-16995056,1
NSR:Quay:54056,SKY:ServiceJourney:925-180708-16406757,NSR:Quay:54056,SKY:ServiceJourney:945-180708-17157179,1
NSR:Quay:49625,SKY:ServiceJourney:600-178872-16995153,NSR:Quay:49626,SKY:ServiceJourney:607-178872-15993517,1
NSR:Quay:49625,SKY:ServiceJourney:602-179590-15993342,NSR:Quay:49626,SKY:ServiceJourney:600-179590-16995046,1
NSR:Quay:51886,SKY:ServiceJourney:50E-178882-15771130,NSR:Quay:51886,SKY:ServiceJourney:53-178882-15770922,1
NSR:Quay:51229,SKY:ServiceJourney:442-178551-17093443,NSR:Quay:51230,SKY:ServiceJourney:460-178551-17092799,1
NSR:Quay:51565,SKY:ServiceJourney:450-180503-17087231,NSR:Quay:51565,SKY:ServiceJourney:452-180503-17087565,1
NSR:Quay:57037,SKY:ServiceJourney:923-178845-17110409,NSR:Quay:57037,SKY:ServiceJourney:923-178845-17110413,1
NSR:Quay:103634,SKY:ServiceJourney:555-180238-16409854,NSR:Quay:103633,SKY:ServiceJourney:559-180238-17065346,1
NSR:Quay:57719,SKY:ServiceJourney:910-180583-17257973,NSR:Quay:57719,SKY:ServiceJourney:900-180583-17257892,1
NSR:Quay:56025,SKY:ServiceJourney:320-179580-16974086,NSR:Quay:56025,SKY:ServiceJourney:325-179580-16974331,1
NSR:Quay:58338,SKY:ServiceJourney:310-179580-17235773,NSR:Quay:58338,SKY:ServiceJourney:300-179580-16973948,1
NSR:Quay:51229,SKY:ServiceJourney:448-178712-17093474,NSR:Quay:51230,SKY:ServiceJourney:450-178712-17092902,1
NSR:Quay:58846,SKY:ServiceJourney:925-180704-16406782,NSR:Quay:58846,SKY:ServiceJourney:934-180704-16406823,1
NSR:Quay:53046,SKY:ServiceJourney:484-180501-17087788,NSR:Quay:53048,SKY:ServiceJourney:483-180501-17087708,1
NSR:Quay:53047,SKY:ServiceJourney:495-180509-17087484,NSR:Quay:53046,SKY:ServiceJourney:485-180509-17087900,1
NSR:Quay:49625,SKY:ServiceJourney:610-178162-16973013,NSR:Quay:49626,SKY:ServiceJourney:601-178162-16972923,1
NSR:Quay:102566,SKY:ServiceJourney:330-178191-16974121,NSR:Quay:102565,SKY:ServiceJourney:300-178191-16974025,1
NSR:Quay:51427,SKY:ServiceJourney:620-180244-16409927,NSR:Quay:51427,SKY:ServiceJourney:700-180244-16410281,1
NSR:Quay:57143,SKY:ServiceJourney:342-179281-15985395,NSR:Quay:57143,SKY:ServiceJourney:340-179281-17161435,1
NSR:Quay:50561,SKY:ServiceJourney:458-180479-17339881,NSR:Quay:50567,SKY:ServiceJourney:450-180479-17339956,1
NSR:Quay:49625,SKY:ServiceJourney:610-179053-17138422,NSR:Quay:49626,SKY:ServiceJourney:603-179053-17138354,1
NSR:Quay:52078,SKY:ServiceJourney:471-180503-17086701,NSR:Quay:52077,SKY:ServiceJourney:460-180503-17087081,1
NSR:Quay:56032,SKY:ServiceJourney:491-180507-17086751,NSR:Quay:53039,SKY:ServiceJourney:495-180507-17087415,1
NSR:Quay:102566,SKY:ServiceJourney:300-177553-15768512,NSR:Quay:102566,SKY:ServiceJourney:320-177553-15768547,1
NSR:Quay:58660,SKY:ServiceJourney:740-180710-16406458,NSR:Quay:58660,SKY:ServiceJourney:745-180710-16406523,1
NSR:Quay:53046,SKY:ServiceJourney:484-178551-17087779,NSR:Quay:53046,SKY:ServiceJourney:485-178551-17093193,1
NSR:Quay:99593,SKY:ServiceJourney:37-179361-17164573,NSR:Quay:53415,SKY:ServiceJourney:27-179361-17164786,1
NSR:Quay:99593,SKY:ServiceJourney:91-177318-16772283,NSR:Quay:53415,SKY:ServiceJourney:27-177318-16772364,1
NSR:Quay:58338,SKY:ServiceJourney:310-179219-17155753,NSR:Quay:58338,SKY:ServiceJourney:300-179219-17155544,1
NSR:Quay:49644,SKY:ServiceJourney:740-180400-17336104,NSR:Quay:49644,SKY:ServiceJourney:610-180400-17337117,1
NSR:Quay:57047,SKY:ServiceJourney:923-178850-17110477,NSR:Quay:57047,SKY:ServiceJourney:922-178850-17110475,1
NSR:Quay:51886,SKY:ServiceJourney:57-179596-15994242,NSR:Quay:51885,SKY:ServiceJourney:51-179596-15994468,1
NSR:Quay:103637,SKY:ServiceJourney:620-180238-16409963,NSR:Quay:103634,SKY:ServiceJourney:555-180238-16409849,1
NSR:Quay:50354,SKY:ServiceJourney:22-179053-17137570,NSR:Quay:50354,SKY:ServiceJourney:52-179053-17137803,1
NSR:Quay:49625,SKY:ServiceJourney:600-178162-17333411,NSR:Quay:49626,SKY:ServiceJourney:607-178162-16972995,1
NSR:Quay:53046,SKY:ServiceJourney:481-180503-17087374,NSR:Quay:53044,SKY:ServiceJourney:491-180503-17086782,1
NSR:Quay:49625,SKY:ServiceJourney:600-178130-16971258,NSR:Quay:49626,SKY:ServiceJourney:603-178130-16971292,1
NSR:Quay:49982,SKY:ServiceJourney:62-179602-16005865,NSR:Quay:49982,SKY:ServiceJourney:601-179602-16005669,1
NSR:Quay:51886,SKY:ServiceJourney:50E-179602-16004693,NSR:Quay:51886,SKY:ServiceJourney:53-179602-16004965,1
NSR:Quay:49625,SKY:ServiceJourney:600-179590-16995098,NSR:Quay:49626,SKY:ServiceJourney:601-179590-15993572,1
NSR:Quay:51886,SKY:ServiceJourney:56-179590-15994256,NSR:Quay:51885,SKY:ServiceJourney:51-179590-15994474,1
